450;255.1111145019;5489;5489;1571
451;254.1019897460;5498;5498;157A
452;253.0973510742;5508;5508;1584
453;252.0971374511;5517;5517;158D
454;251.1013031005;5526;5526;1596
455;250.1099090576;5536;5536;15A0
456;249.1228027343;5545;5545;15A9
457;248.1400451660;5554;5554;15B2
458;247.1615753173;5564;5564;15BC
459;246.1873474121;5573;5573;15C5
460;245.2173767089;5582;5582;15CE
461;244.2516326904;5592;5592;15D8
462;243.2900390625;5601;5601;15E1
463;242.3325958251;5610;5610;15EA
464;241.3793029785;5620;5620;15F4
465;240.4301147460;5629;5629;15FD
466;239.4849853515;5638;5638;1606
467;238.5438842773;5648;5648;1610
468;237.6068572998;5657;5657;1619
469;236.6737823486;5666;5666;1622
470;235.7446594238;5675;5675;162B
471;234.8195495605;5685;5685;1635
472;233.8983001708;5694;5694;163E
473;232.9809722900;5703;5703;1647
474;232.0674896240;5713;5713;1651
475;231.1578674316;5722;5722;165A
476;230.2521209716;5731;5731;1663
477;229.3500976562;5741;5741;166D
478;228.4518737792;5750;5750;1676
479;227.5574188232;5760;5760;1680
480;226.6666870117;5769;5769;1689
481;225.7796325683;5778;5778;1692
482;224.8962860107;5788;5788;169C
483;224.0165710449;5797;5797;16A5
484;223.1404724121;5806;5806;16AE
485;222.2680511474;5816;5816;16B8
486;221.3991699218;5825;5825;16C1
487;220.5338897705;5834;5834;16CA
488;219.6721038818;5844;5844;16D4
489;218.8139038085;5853;5853;16DD
490;217.9591674804;5862;5862;16E6
491;217.1079711914;5872;5872;16F0
492;216.2601470947;5881;5881;16F9
493;215.4158172607;5891;5891;1703
494;214.5749053955;5900;5900;170C
495;213.7373962402;5909;5909;1715
496;212.9032135009;5919;5919;171F
497;212.0724182128;5928;5928;1728
498;211.2449645996;5938;5938;1732
499;210.4208526611;5947;5947;173B
500;209.6000213623;5956;5956;1744
501;208.7824401855;5966;5966;174E
502;207.9681396484;5975;5975;1757
503;207.1570434570;5985;5985;1761
504;206.3492279052;5994;5994;176A
505;205.5445709228;6003;6003;1773
506;204.7431030273;6013;6013;177D
507;203.9447784423;6022;6022;1786
508;203.1495971679;6032;6032;1790
509;202.3575744628;6041;6041;1799
510;201.5686492919;6051;6051;17A3
511;200.7827758789;6060;6060;17AC
512;200.0000000000;6069;6069;17B5
513;199.2202758789;6079;6079;17BF
514;198.4435729980;6088;6088;17C8
515;197.6699066162;6098;6098;17D2
516;196.8992309570;6107;6107;17DB
